isbn;title;pages;category;author;publisher
0061091502;Real Magic;368;Spirit;wayne w. dyer;Harpertorch
0061091502;Real Magic;368;Mind;wayne w. dyer;Harpertorch
067101417X;High Tide;368;Fiction;jude deveraux;Pocket
0375724842;Harm Done;368;Fiction;ruth rendell;Vintage Books Usa
0671516922;Trust Me;368;Fiction;jayne ann krentz;Pocket
0373250207;Fishbowl;368;Fiction;sarah mlynowski;Red Dress Ink
0743412311;Fleeced;368;Fiction;carol higgins clark;Pocket
0595256368;Rhaeva;368;Fiction;linda moore;"Writer'S Showcase Press"
084395020X;The Rogue And The Hellion;367;Fiction;connie mason;Leisure Books
0373483422;A Long Tall Texan Summer;367;Fiction;diana palmer;Silhouette
0345362861;Dragonsdawn : [A Novel];367;Fiction;anne mccaffrey;Del Rey Books
055357535X;The Stories Of Eva Luna;367;Fiction;isabel allende;Bantam
0449006522;The Manhattan Hunt Club;367;Fiction;john saul;Ballantine Books
020155805X;Computer-Related Risks;367;Computers;peter neumann;Addison-Wesley Professional
0505525275;The Loving Daylights;367;Fiction;lynsay sands;Love Spell
0671024345;Out Of The Madhouse;367;Fiction;christopher golden;Simon Spotlight Entertainment
0671024345;Out Of The Madhouse;367;Fiction;nancy holder;Simon Spotlight Entertainment
0441004164;Outcast Of Redwall;367;Juvenile Fiction;brian jacques;Ace Books
0553584898;Almost A Princess;367;Fiction;elizabeth thornton;Bantam
0553264990;Last Of The Breed;367;Fiction;"louis l'amour";Bantam Books
0515128546;Tears Of The Moon;367;Fiction;nora roberts;Jove Books
0843950366;Body Electric;367;Fiction;susan squires;Leisure Books
0446604682;"Nathan'S Run";367;Fiction;john gilstrap;Warner Books
0312928831;The Choice;367;Fiction;barry reed;"St. Martin'S Press"
0553290983;Elven Star;367;Fiction;margaret weis;Bantam
0446400335;"Pennies On A Dead Woman'S Eyes";366;Fiction;marcia muller;Warner Books
0886777690;A Thousand Words For Stranger;366;Fiction;julie czerneda;Daw Books
067003116X;Report From Ground Zero;366;Political Science;dennis smith;Penguin Putnam
068484270X;The Healing Of America;366;History;marianne williamson;Simon  Schuster
0140149902;The Republic Of Love;366;Fiction;carol shields;Penguin Books
044900211X;The Marching Season;366;Fiction;daniel silva;Ballantine Books
0201754703;The Little Pc Book;366;Computers;lawrence j. magid;Peachpit Press
0345314433;Daughter Of Regals;366;Fiction;stephen r. donaldson;Del Rey
0684866005;"Can'T Buy My Love";366;Economics;jean kilbourne;Free Press
0684866005;"Can'T Buy My Love";366;Business;jean kilbourne;Free Press
084395048X;Lair Of The Lion;366;Fiction;christine feehan;Leisure Books
1565924649;Learning Python;366;Computers;mark lutz;"O'Reilly"
1565924649;Learning Python;366;Python;mark lutz;"O'Reilly"
1565924649;Learning Python;366;Computer Programming;mark lutz;"O'Reilly"
1565924649;Learning Python;366;Computers;david ascher;"O'Reilly"
1565924649;Learning Python;366;Python;david ascher;"O'Reilly"
1565924649;Learning Python;366;Computer Programming;david ascher;"O'Reilly"
055357275X;"Tyrants'S Test";366;Fiction;michael p. kube mcdowell;Bantam
0596001606;Learning Cocoa;366;Computers;troy mott;"O'Reilly"
0226143341;Dissemination;366;Philosophy;jacques derrida;University Of Chicago Press
0843951702;The Only One;366;Fiction;christine feehan;Leisure Books
0843951702;The Only One;366;Fiction;susan squires;Leisure Books
1565920007;Lex & Yacc;366;Computers;john r. levine;"O'Reilly  Associates"
1565920007;Lex & Yacc;366;Computers;doug brown;"O'Reilly  Associates"
0441003257;Good Omens;366;Fiction;neil gaiman;Ace Books
0441003257;Good Omens;366;Fiction;terry pratchett;Ace Books
0684803143;Messiah;366;Fiction;andrei codrescu;Simon  Schuster Books
0671532855;Amrita;366;Fiction;banana yoshimoto;Washington Square Press
0814319025;An Introduction To Political Philosophy;365;Philosophy;leo strauss;Wayne State University Press
0735611807;Microsoft Windows Movie Maker Handbook;365;Computers;bill birney;Microsoft Press
0735611807;Microsoft Windows Movie Maker Handbook;365;Computers;seth mcevoy;Microsoft Press
0735611807;Microsoft Windows Movie Maker Handbook;365;Computers;matt lichtenberg;Microsoft Press
0135705576;Data Warehousing With Oracle;365;Computers;sima yazdani;Prentice Hall Ptr
0791414043;Buddhism After Patriarchy;365;Philosophy;rita m. gross;State University Of New York Press
8433920421;La Conjura De Los Necios;365;Fiction;josé manuel álvarez flórez;Anagrama
8433920421;La Conjura De Los Necios;365;Fiction;angela pérez;Anagrama
0375727345;House Of Sand And Fog;365;Fiction;andre dubus;Vintage Books
0139132864;Gigabit Ethernet;365;Computers;jayant kadambi;Prentice Hall Ptr
0449005844;The Wild Child;365;Fiction;mary jo putney;Ballantine Books
0880383828;Kender, Gully Dwarves And Gnomes;364;Fiction;margaret weis;Wizards Of The Coast
0880383828;Kender, Gully Dwarves And Gnomes;364;Fiction;tracy hickman;Wizards Of The Coast
1890151327;The Mind Of The Universe;364;Philosophy;mariano artigas;Templeton Foundation Press
880781000X;La Casa Degli Spiriti;364;Fiction;isabel allende;Feltrinelli
0505524740;"Aphrodite'S Passion";364;Fiction;julie kenner;Love Spell
0399142495;Small Town Girl;364;Fiction;lavyrle spencer;Putnam Pub Group
0843949848;My Fair Viking;364;Fiction;sandra hill;Leisure Books
0684864843;The Vineyard;364;Fiction;barbara delinsky;Simon  Schuster
1575211254;Graphics & Web Page Design;363;Computers;jon m. duff;Macmillan Computer Pub
1575211254;Graphics & Web Page Design;363;Computers;laura lemay;Macmillan Computer Pub
1575211254;Graphics & Web Page Design;363;Computers;james l. mohler;Macmillan Computer Pub
0672314932;Palm Programming;363;Computers;glenn bachmann;Sams
0671665707;Casino;363;Social Science;nicholas pileggi;Pocket
1559587032;101 Best Home-Based Businesses For Women;362;Economics;priscilla y. huff;Prima Lifestyles
1559587032;101 Best Home-Based Businesses For Women;362;Business;priscilla y. huff;Prima Lifestyles
0764501291;Upgrading And Fixing Pcs For Dummies;362;Microcomputers;andy rathbone;John Wiley  Sons Inc
0764502271;Excel 98 For Macs For Dummies;362;Computers;greg harvey;John Wiley  Sons Inc
0471052906;The Data Modeling Handbook;362;Computers;michael c. reingruber;Wiley
0679753249;Photoshop Filter Finesse;362;Computers;bill niffenegger;Random House Information Group
0552998338;Blast From The Past;362;Black Humour;ben elton;Bantam Doubleday Dell
0684854503;Lucy Crocker 2.0;362;Fiction;caroline preston;Scribner
0425128458;"Sullivan'S Sting";362;Fiction;lawrence sanders;Berkley Publishing Group
0553270222;The Haunted Mesa;362;Fiction;"louis l'amour";Bantam
0679777547;The Club Dumas;362;Fiction;arturo pérez-reverte;Vintage Books Usa
0425121631;Rules Of Prey;362;Fiction;john sandford;Berkley Publishing Group
0515127256;Sinful;362;Fiction;lori foster;Jove Books
0060187271;The Last Report On The Miracles At Little No Horse;361;Fiction;louise erdrich;Harpercollins Publishers
0155058835;Invitation To Critical Thinking;361;Philosophy;joel rudinow;Wadsworth Publishing
0394825993;Shadow In The North;361;Fiction;philip pullman;Laurel Leaf
014023313X;The Stone Diaries;361;Fiction;carol shields;Penguin Books
0099244926;The Street Lawyer;361;Adventure Stories;john grisham;Random House Uk Ltd
0380752891;Man From Mundania;361;Fiction;piers anthony;Harper Mass Market Paperbacks
0385491107;Life Before Man;361;Fiction;margaret atwood;Anchor Books/Doubleday
0373250541;My Fake Wedding;361;Fiction;mina ford;Red Dress Ink
0375726349;The Human Stain;361;Fiction;philip roth;Vintage
0843947810;Santa Steps Out;361;Fiction;robert devereaux;Leisure Books
0553285947;Surrender;361;Fiction;amanda quick;Bantam
1562055925;Lingo!;361;Computers;tab julius;New Riders Publishing
0619034351;Enhanced A+ Lab Manual For Guide To Managing And Maintaining Your Pc;360;Ibm Personal Computer;clint saxton;Course Technology
0764534610;Your Official America Online? Guide To Creating Web Pages;360;Computers;edward willett;John Wiley  Sons
0226311112;Ethics From A Theocentric Perspective;360;Philosophy;james m. gustafson;University Of Chicago Press
0764500155;Windows Nt Networking For Dummies;360;Computers;ed tittel;For Dummies
156884607X;More Windows 95 For Dummies;360;Computers;andy rathbone;For Dummies
0764503464;Networking For Dummies;360;Computers;doug lowe;John Wiley  Sons Inc
0767914767;The Devil Wears Prada;360;Fiction;lauren weisberger;Broadway Books
0446527750;"The Bodyguard'S Story";360;Social Science;trevor rees-jones;Warner Books
0425132951;The House Of Thunder;360;Fiction;dean ray koontz;Berkley Publishing Group
0425109240;The Timothy Files;360;Fiction;lawrence sanders;Berkley Publishing Group
034532532X;The Lasko Tangent;360;Fiction;richard north patterson;Ballantine Books
1551665972;East Of Peculiar;360;Fiction;suzann ledbetter;Mira
0505524228;Stuck With You;360;Fiction;trish jensen;Love Spell
0553293257;Rendezvous;360;Fiction;amanda quick;Bantam
0316154601;Lost Light;360;Fiction;michael connelly;Little, Brown
0451192249;The House;360;Fiction;bentley little;Signet Book
0201700042;Mac Os 9;360;Computers;maria langer;Peachpit Press
0618526412;The Heart Is A Lonely Hunter;359;Fiction;carson mccullers;Houghton Mifflin Co
1593270003;Steal This Computer Book 3;359;Computers;wally wang;No Starch Press
0910965579;Net Crimes & Misdemeanors;359;Computers;jayne a. hitchcock;Cyberage Books
0345375580;The Elf Queen Of Shannara;359;Fiction;terry brooks;Del Rey Books
0151002630;"The Magician'S Assistant";359;Fiction;ann patchett;Harcourt
0515122416;Once Upon A Castle;359;Fiction;jill gregory;Jove Books
0515122416;Once Upon A Castle;359;Fiction;ruth ryan langan;Jove Books
0965966755;Gps For Everyone;359;Computers;l. casey larijani;American Interface Corporation, Publishing Division
0425192083;To Catch A Wolf;359;Fiction;susan krinard;Berkley Publishing Group
0515129224;Soft Focus;359;Fiction;jayne ann krentz;Jove Books
0140276432;War Brides;359;Fiction;lois battle;Penguin Books
034529873X;Moreta;359;Fiction;anne mccaffrey;Del Rey Books
0070314292;Data Stores, Data Warehousing, And The Zachman Framework;358;Computers;john a. zachman;Mcgraw-Hill Osborne Media
0070314292;Data Stores, Data Warehousing, And The Zachman Framework;358;Computers;jonathan g. geiger;Mcgraw-Hill Osborne Media
0735712360;The Photoshop Book For Digital Photographers;358;Computers;scott kelby;New Riders
0312964064;The Girl With The Botticelli Eyes;358;Fiction;herbert lieberman;St Martins Pr (Mm)
0425182673;"Tom Clancy'S Net Force";358;Fiction;tom clancy;Berkley Publishing Group
0425182673;"Tom Clancy'S Net Force";358;Fiction;steve perry;Berkley Publishing Group
0425182673;"Tom Clancy'S Net Force";358;Fiction;steve pieczenik;Berkley Publishing Group
0440503531;The Ultimate Dracula;358;Fiction;byron preiss;Dell Publishing Company
0515136549;The Sherbrooke Twins;358;Fiction;catherine coulter;Jove Books
0515115843;Lord Of Falcon Ridge;358;Fiction;catherine coulter;Jove Books
0345433327;Black Creek Crossing;358;Fiction;john saul;Ballantine Books
0446519723;Where The Heart Is;358;Cities And Towns;billie letts;Warner Books
0515129933;The Scottish Bride;358;Fiction;catherine coulter;Jove Books
0446401617;Where Echoes Live;358;Fiction;marcia muller;Warner Books
0449148246;Day Of Atonement;358;Ny;faye kellerman;Fawcett Books
0449148246;Day Of Atonement;358;Brooklyn;faye kellerman;Fawcett Books
0553299468;Midnight Warrior;358;Fiction;iris johansen;Bantam
042517140X;Loyalty In Death;358;Fiction;j. d. robb;Berkley Publishing Group
0452282624;Gravesend Light;358;Fiction;david payne;Plume Books
0553575244;The Silver Rose;358;Fiction;jane feather;Bantam Books
0525946535;One-Hit Wonder;358;Fiction;lisa jewell;Dutton Adult
051513287X;Face The Fire;358;Fiction;nora roberts;Jove Books
0441005195;"Jovah'S Angel";358;Fiction;sharon shinn;Ace Books
0385333757;Losing Julia;358;Fiction;jonathan hull;Bantam Dell Pub Group
0553272616;The Unloved;358;Fiction;john saul;Bantam Books
0312252617;Fast Women;358;Fiction;jennifer crusie;"St. Martin'S Press"
084395275X;Red Angel;358;Fiction;andrew harper;Leisure Books
0385299087;Heartbeat;358;Fiction;danielle steel;Delacorte Press
0553571907;Mischief;358;Fiction;amanda quick;Bantam Books
0767907817;Bookends;358;Fiction;jane green;Broadway
0671038184;Jewel;358;Fiction;bret lott;Washington Square Press
0070379904;"Schaum'S Outline Of Essential Computer Mathematics";357;Computers;giorgio diana;Mcgraw-Hill Trade
0966288963;Digital Camera Solutions;357;Computers;gregory georges;Muska  Lipman Publishing
042513329X;The Seventh Commandment;357;Fiction;lawrence sanders;Berkley Publishing Group
0385336810;Can You Keep A Secret?;357;Fiction;sophie kinsella;Dial Books
0201895420;Analysis Patterns;357;Computers;martin fowler;Addison-Wesley Professional
0451208080;The Short Forever;357;Fiction;stuart woods;Signet Book
0425173631;Witness In Death;357;Fiction;j. d. robb;Berkley Publishing Group
0399151540;Divided In Death;357;Fiction;j. d. robb;Putnam Publishing Group
0425150429;Time Without End;357;Fiction;linda lael miller;Berkley Publishing Group
0553568027;"Wedge'S Gamble";357;Fiction;michael a. stackpole;Bantam
014027927X;"Ralph'S Party";357;Fiction;lisa jewell;Penguin Books Ltd
051511779X;Born In Shame;357;Fiction;nora roberts;Jove Books
0451208811;Blood Orchid;357;Fiction;stuart woods;Signet Book
0767905202;Mr. Maybe;357;Fiction;jane green;Broadway Books
0515137057;Clean Cut;357;Fiction;theresa monsour;Jove Books
044100914X;Castaways Of The Flying Dutchman;356;Fiction;brian jacques;Ace Books
1552440451;"Teacher'S Internet Companion";356;Computers;ann heide;Trifolium Books Inc
1552440451;"Teacher'S Internet Companion";356;Computers;linda stilborne;Trifolium Books Inc
0440223016;A Long Fatal Love Chase;356;Fiction;louisa may alcott;Dell
0078822424;Oracle Data Warehousing;356;Computers;michael j. corey;Mcgraw-Hill Osborne Media
0078822424;Oracle Data Warehousing;356;Computers;michael abbey;Mcgraw-Hill Osborne Media
0440234824;The Sibyl In Her Grave;356;Fiction;sarah caudwell;Dell Publishing Company
0399149864;Pattern Recognition;356;Fiction;william gibson;"G. P. Putnam'S Sons"
0515101486;Special Operations;356;Fiction;w. e. b. griffin;Jove Books
0425176304;Judgment In Death;356;Fiction;j. d. robb;Berkley Publishing Group
0515120006;Holding The Dream;356;Fiction;nora roberts;Jove Books
0425135020;The Empress File;356;Fiction;john sandford;Berkley Publishing Group
0804117934;The Silent Cry;356;Fiction;anne perry;Ivy Books
1573228281;A Gesture Life;356;Fiction;chang-rae lee;Riverhead Books
0553572245;Riding Shotgun;356;Fiction;rita mae brown;Bantam Books
0425143570;Thunder Point;356;Fiction;jack higgins;Berkley Publishing Group
0553264613;Hot Ice;356;Fiction;nora roberts;Bantam
0449001962;Murder In Foggy Bottom;355;Fiction;margaret truman;Fawcett Books
050552497X;The Last Male Virgin;355;Fiction;katherine deauxville;Love Spell
0789708159;Vbscript By Example;355;Computers;jerry honeycutt;Macmillan Computer Pub
0312927746;Flowers In The Rain;355;Fiction;rosamunde pilcher;"St. Martin'S Press"
0743246438;The Summer I Dared;355;Fiction;barbara delinsky;Scribner
074324642X;Flirting With Pete;355;Fathers;barbara delinsky;Scribner
0072193840;"Hacker'S Challenge";355;Computers;mike schiffman;Mcgraw-Hill Osborne Media
0425178579;Betrayal In Death;355;Fiction;j. d. robb;Berkley Publishing Group
0425178579;Betrayal In Death;355;Fiction;nora roberts;Berkley Publishing Group
0553581554;The Killing Game;355;Fiction;iris johansen;Bantam Books
0515127000;Once Upon A Star;355;Fiction;nora roberts;Jove Books
042518630X;Purity In Death;355;Fiction;j. d. robb;Berkley Publishing Group
042518630X;Purity In Death;355;Fiction;nora roberts;Berkley Publishing Group
1572300590;Minding Nature;355;Philosophy;david macauley;Guilford Publications
0385510438;The Last Juror;355;Fiction;john grisham;Doubleday
0425163385;The Night Crew;355;Fiction;john sandford;Berkley Publishing Group
0553287303;Second Child;355;Fiction;john saul;Bantam Books
0425171884;Shadow Watch;355;Fiction;tom clancy;Berkley Publishing Group
0515122858;Glass Beach;355;Fiction;jill marie landis;Jove Books
0375411089;Skinny Dip;355;Fiction;carl hiaasen;Knopf
0060559128;Holy Fools;355;Fiction;joanne harris;William Morrow
051512723X;Basilica;355;Fiction;william d. montalbano;Jove Books
0515130966;Riptide;355;Fiction;catherine coulter;Jove Books
1558744630;Chicken Soup For The Teenage Soul;354;Juvenile Nonfiction;jack canfield;Health Communications
1558744630;Chicken Soup For The Teenage Soul;354;Juvenile Nonfiction;mark victor hansen;Health Communications
1558744630;Chicken Soup For The Teenage Soul;354;Juvenile Nonfiction;kimberly kirberger;Health Communications
0262540673;"What Computers Still Can'T Do";354;Computers;hubert l. dreyfus;The Mit Press
0672304732;Client/Server Computing;354;Computers;patrick n. smith;Sams
0201713063;Data Resource Quality;354;Computers;michael h. brackett;Addison-Wesley Pub Co
0425181464;Seduction In Death;354;Fiction;j. d. robb;Berkley Publishing Group
0425181464;Seduction In Death;354;Fiction;nora roberts;Berkley Publishing Group
0425189031;Portrait In Death;354;Fiction;j. d. robb;Berkley Publishing Group
0425189031;Portrait In Death;354;Fiction;nora roberts;Berkley Publishing Group
0553297996;Dark Apprentice;354;Fiction;kevin j. anderson;Bantam
0312972814;Silk And Steel;354;Fiction;kat martin;"St. Martin'S Press"
0425124819;Black Rainbow;354;Fiction;barbara michaels;Berkley Publishing Group
0061092606;Sacred Clowns;354;Fiction;tony hillerman;Harpertorch
0596000464;Learning Xml;354;Computers;erik t. ray;"O'Reilly"
0553297988;Jedi Search;354;Fiction;kevin j. anderson;Bantam
0553569406;Mistress;354;Fiction;amanda quick;Bantam Books
0201353954;Unix;354;Computers;eric j. ray;Peachpit Press
